product,category,style,side,gate,horizon,avg_markout,portal_avg_markout,hit_rate,portal_hit_rate,count,portal_count,full_proxy,portal_proxy,avg_fill_target
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,improve,ask,spread_high,10,5.0337,4.1299,0.5698,0.5573,28211,9560,142006.0,39481.5,-18.5
PEBBLES_XS,PEBBLES,join,ask,spread_low,1,4.0851,4.0699,0.5986,0.5977,15951,9686,65161.5,39421.5,-14.18
SLEEP_POD_POLYESTER,SLEEP_POD,improve,bid,spread_high,5,4.508,4.2192,0.5617,0.5531,15156,9335,68324.0,39386.5,11.01
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,improve,ask,spread_high,50,5.5763,5.0129,0.526,0.5258,22910,7855,127753.5,39376.0,-11.56
SLEEP_POD_LAMB_WOOL,SLEEP_POD,join,ask,spread_low,100,0.897,3.9916,0.4848,0.5081,29270,9849,26256.0,39313.5,-10.87
SNACKPACK_CHOCOLATE,SNACKPACK,join,ask,spread_high,5,8.6633,8.6822,0.7266,0.7298,20759,4516,179842.0,39209.0,-29.9
MICROCHIP_OVAL,MICROCHIP,join,ask,all,5,4.4789,3.9216,0.5626,0.5708,29985,9995,134300.0,39196.0,-7.75
MICROCHIP_OVAL,MICROCHIP,join,ask,spread_low,5,4.1624,3.9216,0.565,0.5708,21013,9995,87463.5,39196.0,-8.24
PANEL_4X4,PANEL,improve,ask,spread_high,10,4.122,4.9246,0.5556,0.5598,23010,7941,94846.5,39106.5,-11.57
PANEL_2X2,PANEL,join,ask,all,1,4.2769,3.9104,0.6631,0.6525,29997,9999,128295.5,39100.0,-11.8
PANEL_2X2,PANEL,join,ask,spread_low,1,4.2158,3.9104,0.6622,0.6525,27652,9999,116576.0,39100.0,-11.87
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,join,bid,spread_high,5,4.0597,4.0665,0.5706,0.5776,28695,9608,116492.0,39071.0,12.18
ROBOT_DISHES,ROBOT,join,bid,spread_high,1,3.7721,4.0475,0.7345,0.921,28468,9649,107385.0,39054.0,7.72
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,join,bid,all,10,3.8406,3.9085,0.5496,0.5515,29970,9990,115104.0,39046.0,12.04
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,join,bid,imb_buy,10,3.8406,3.9085,0.5496,0.5515,29970,9990,115104.0,39046.0,12.04
ROBOT_MOPPING,ROBOT,join,bid,all,5,4.2523,3.9036,0.5669,0.5615,29985,9995,127504.0,39016.0,7.06
ROBOT_MOPPING,ROBOT,join,bid,imb_buy,5,4.2523,3.9036,0.5669,0.5615,29985,9995,127504.0,39016.0,7.06
PANEL_1X4,PANEL,join,bid,all,1,4.1613,3.8972,0.6612,0.6617,29997,9999,124826.5,38968.5,12.16
PANEL_1X4,PANEL,join,bid,imb_buy,1,4.1613,3.8972,0.6612,0.6617,29997,9999,124826.5,38968.5,12.16
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,improve,ask,spread_high,50,5.0102,4.0737,0.5245,0.5121,28563,9565,143107.5,38964.5,-12.2
PEBBLES_XS,PEBBLES,join,bid,spread_low,1,4.1168,4.0214,0.5985,0.5948,15951,9686,65667.5,38951.5,14.2
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,improve,bid,spread_low,100,3.4306,3.9956,0.5103,0.4903,28169,9746,96635.5,38941.0,11.36
MICROCHIP_OVAL,MICROCHIP,improve,ask,all,10,4.2366,3.8975,0.5404,0.5444,29970,9990,126969.5,38936.5,-7.75
MICROCHIP_OVAL,MICROCHIP,improve,ask,spread_low,10,3.8301,3.8975,0.5373,0.5444,20999,9990,80429.0,38936.5,-8.24
PANEL_1X2,PANEL,improve,ask,spread_high,5,5.3586,4.7432,0.5996,0.5854,17109,8186,91679.5,38828.0,-18.48
PEBBLES_XS,PEBBLES,improve,ask,all,10,5.1963,3.8768,0.5375,0.5204,29970,9990,155733.0,38729.0,-13.39
PANEL_4X4,PANEL,join,bid,all,5,4.2294,3.8748,0.5731,0.5694,29985,9995,126819.5,38729.0,11.31
PANEL_4X4,PANEL,join,bid,imb_buy,5,4.2294,3.8748,0.5731,0.5694,29985,9995,126819.5,38729.0,11.31
MICROCHIP_RECTANGLE,MICROCHIP,join,bid,all,1,3.9025,3.8703,0.6118,0.6121,29997,9999,117063.5,38699.0,7.22
MICROCHIP_RECTANGLE,MICROCHIP,join,bid,imb_buy,1,3.9025,3.8703,0.6118,0.6121,29997,9999,117063.5,38699.0,7.22
TRANSLATOR_SPACE_GRAY,TRANSLATOR,improve,ask,all,5,3.4616,3.8704,0.5617,0.5623,29985,9995,103795.0,38685.0,-11.95
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,join,bid,spread_high,5,4.4695,4.0621,0.5759,0.5677,25812,9521,115368.0,38675.5,11.27
SNACKPACK_CHOCOLATE,SNACKPACK,join,bid,spread_high,1,8.5171,8.5496,0.9009,0.9019,20767,4517,176874.5,38618.5,29.9
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,join,ask,spread_low,50,2.8735,4.9911,0.5177,0.5377,20943,7731,60179.0,38586.0,-18.15
ROBOT_VACUUMING,ROBOT,improve,ask,all,50,5.2869,3.8778,0.5263,0.5272,29850,9950,157812.5,38584.5,-8.54
ROBOT_VACUUMING,ROBOT,improve,ask,spread_low,50,4.6192,3.8778,0.5234,0.5272,26973,9950,124592.5,38584.5,-8.06
SLEEP_POD_SUEDE,SLEEP_POD,improve,bid,all,10,4.5603,3.8618,0.5502,0.5444,29970,9990,136672.5,38579.5,10.91
SLEEP_POD_SUEDE,SLEEP_POD,improve,bid,imb_buy,10,4.5603,3.8618,0.5502,0.5444,29970,9990,136672.5,38579.5,10.91
PANEL_1X2,PANEL,join,ask,spread_low,5,5.4994,5.1122,0.6075,0.5881,24939,7544,137148.5,38566.5,-18.22
SLEEP_POD_COTTON,SLEEP_POD,join,ask,spread_low,100,-3.9937,17.3926,0.4817,0.5611,20099,2217,-80269.5,38559.5,-10.8
UV_VISOR_YELLOW,UV_VISOR,join,ask,spread_high,1,7.3495,7.7401,0.7331,0.7441,20767,4978,152626.5,38530.0,-18.51
TRANSLATOR_SPACE_GRAY,TRANSLATOR,join,bid,all,1,4.1491,3.85,0.6588,0.6512,29997,9999,124460.5,38496.0,11.93
TRANSLATOR_SPACE_GRAY,TRANSLATOR,join,bid,imb_buy,1,4.1491,3.85,0.6588,0.6512,29997,9999,124460.5,38496.0,11.93
PANEL_2X2,PANEL,improve,bid,spread_low,50,2.8991,3.8675,0.5165,0.5164,27507,9950,79745.0,38482.0,11.93
PANEL_2X2,PANEL,improve,bid,all,50,2.4116,3.8675,0.5132,0.5164,29850,9950,71985.5,38482.0,11.86
PANEL_2X2,PANEL,improve,bid,imb_buy,50,2.4116,3.8675,0.5132,0.5164,29850,9950,71985.5,38482.0,11.86
MICROCHIP_RECTANGLE,MICROCHIP,join,bid,spread_low,1,3.8041,3.889,0.6103,0.6128,22743,9889,86517.0,38458.0,7.3
MICROCHIP_RECTANGLE,MICROCHIP,join,bid,spread_high,100,-5.4109,6.2172,0.4868,0.5194,21218,6184,-114807.5,38447.0,7.59
PANEL_4X4,PANEL,join,ask,spread_low,5,4.3514,4.8011,0.5806,0.5814,26946,8006,117252.5,38437.5,-11.37
TRANSLATOR_SPACE_GRAY,TRANSLATOR,improve,ask,spread_low,5,3.4261,3.865,0.561,0.5623,29643,9937,101558.5,38407.0,-11.96
SLEEP_POD_COTTON,SLEEP_POD,improve,bid,spread_high,5,4.1637,3.976,0.561,0.5534,23668,9628,98546.5,38280.5,10.99
PEBBLES_M,PEBBLES,improve,bid,spread_high,50,4.6653,3.9609,0.5103,0.5003,23443,9662,109368.0,38270.5,12.5
PANEL_2X2,PANEL,join,ask,all,5,4.3482,3.8289,0.5751,0.5661,29985,9995,130381.0,38270.0,-11.8
PANEL_2X2,PANEL,join,ask,spread_low,5,4.2933,3.8289,0.5745,0.5661,27640,9995,118668.0,38270.0,-11.87
TRANSLATOR_SPACE_GRAY,TRANSLATOR,join,bid,spread_low,1,4.1412,3.8457,0.6585,0.651,29655,9941,122807.5,38230.0,11.94
TRANSLATOR_VOID_BLUE,TRANSLATOR,improve,ask,all,1,3.7114,3.8195,0.6215,0.6184,29997,9999,111331.0,38191.5,-10.92
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,ask,all,50,2.2894,3.8382,0.4984,0.5006,29850,9950,68339.5,38190.0,-10.87
SNACKPACK_CHOCOLATE,SNACKPACK,join,ask,spread_high,1,8.5301,8.454,0.9041,0.8968,20767,4517,177144.5,38186.5,-29.9
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,join,bid,spread_high,10,3.8881,3.9746,0.5501,0.552,28680,9603,111510.5,38168.5,12.18
PEBBLES_L,PEBBLES,improve,bid,all,10,5.2196,3.8196,0.545,0.5307,29970,9990,156431.5,38157.5,12.41
PEBBLES_L,PEBBLES,improve,bid,imb_buy,10,5.2196,3.8196,0.545,0.5307,29970,9990,156431.5,38157.5,12.41
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,join,ask,spread_high,5,4.8683,4.8331,0.585,0.5894,23015,7889,112043.0,38128.5,-11.56
SLEEP_POD_POLYESTER,SLEEP_POD,join,bid,spread_low,1,5.1187,5.2122,0.6591,0.6512,26844,7311,137407.0,38106.5,10.86
SLEEP_POD_SUEDE,SLEEP_POD,improve,bid,spread_high,10,4.5731,3.9525,0.5505,0.5465,21698,9640,99227.0,38102.0,10.98
UV_VISOR_YELLOW,UV_VISOR,improve,bid,all,10,5.9688,3.8123,0.5647,0.5385,29970,9990,178883.5,38085.0,18.25
UV_VISOR_YELLOW,UV_VISOR,improve,bid,imb_buy,10,5.9688,3.8123,0.5647,0.5385,29970,9990,178883.5,38085.0,18.25
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,improve,ask,spread_low,10,4.5121,4.9067,0.552,0.5685,20991,7759,94714.0,38071.0,-18.15
ROBOT_MOPPING,ROBOT,join,bid,spread_high,5,4.3529,3.9396,0.5668,0.5621,23941,9645,104212.0,37997.5,7.35
ROBOT_DISHES,ROBOT,join,ask,all,1,3.6346,3.7991,0.7265,0.9034,29997,9999,109026.0,37987.5,-7.61
PANEL_1X4,PANEL,join,ask,all,1,4.2153,3.7977,0.6657,0.6607,29997,9999,126445.5,37973.5,-12.22
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,bid,spread_low,50,5.4124,3.8266,0.535,0.5343,29420,9899,159234.0,37880.0,10.87
MICROCHIP_TRIANGLE,MICROCHIP,join,bid,all,1,4.2484,3.7857,0.6128,0.61,29997,9999,127439.0,37853.5,6.44
MICROCHIP_TRIANGLE,MICROCHIP,join,bid,imb_buy,1,4.2484,3.7857,0.6128,0.61,29997,9999,127439.0,37853.5,6.44
MICROCHIP_TRIANGLE,MICROCHIP,join,bid,spread_low,1,4.1535,3.7857,0.613,0.61,25757,9999,106980.5,37853.5,6.52
SLEEP_POD_NYLON,SLEEP_POD,join,ask,spread_high,5,4.5555,4.1451,0.5774,0.569,18763,9122,85474.0,37812.0,-12.06
ROBOT_DISHES,ROBOT,improve,bid,spread_high,10,3.0599,3.9205,0.6355,0.8346,28441,9640,87025.5,37793.5,7.72
MICROCHIP_RECTANGLE,MICROCHIP,improve,bid,spread_low,10,2.9628,3.8223,0.5292,0.5352,22722,9880,67321.0,37764.0,7.29
TRANSLATOR_VOID_BLUE,TRANSLATOR,join,ask,spread_low,5,4.3516,4.1873,0.5692,0.562,28557,9017,124268.0,37757.0,-10.91
PANEL_1X4,PANEL,join,bid,spread_low,1,3.8271,3.8888,0.6572,0.6627,15544,9706,59488.0,37744.5,12.65
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,join,ask,spread_low,50,4.1583,3.8474,0.5185,0.5216,28312,9796,117730.0,37689.5,-11.33
SNACKPACK_STRAWBERRY,SNACKPACK,join,bid,spread_low,10,9.501,9.9114,0.6402,0.6502,21061,3802,200100.5,37683.0,29.32
ROBOT_DISHES,ROBOT,join,ask,spread_high,1,3.7291,3.9044,0.7349,0.918,28468,9649,106159.0,37674.0,-7.7
TRANSLATOR_VOID_BLUE,TRANSLATOR,improve,bid,spread_high,5,3.9698,4.4121,0.5557,0.5626,19001,8535,75429.5,37657.5,10.99
PANEL_4X4,PANEL,join,ask,spread_high,1,4.6477,4.7378,0.6718,0.6684,23027,7943,107023.5,37632.0,-11.57
UV_VISOR_RED,UV_VISOR,join,ask,spread_high,50,6.309,3.9189,0.5277,0.505,24448,9602,154241.5,37629.5,-18.49
UV_VISOR_AMBER,UV_VISOR,improve,ask,all,10,5.1068,3.7634,0.5742,0.5615,29970,9990,153052.0,37596.5,-18.27
UV_VISOR_AMBER,UV_VISOR,improve,ask,spread_low,10,3.9822,3.7634,0.563,0.5615,17875,9990,71182.5,37596.5,-18.09
SNACKPACK_CHOCOLATE,SNACKPACK,join,bid,spread_high,5,8.3839,8.3213,0.718,0.7148,20759,4516,174041.0,37579.0,29.9
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,bid,spread_low,5,3.8756,3.7785,0.5596,0.5519,29555,9944,114543.5,37573.5,10.87
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,ask,all,10,3.417,3.7611,0.5359,0.5445,29970,9990,102407.5,37573.0,-10.87
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,bid,all,1,3.7273,3.757,0.631,0.6255,29997,9999,111806.5,37566.5,10.87
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,bid,imb_buy,1,3.7273,3.757,0.631,0.6255,29997,9999,111806.5,37566.5,10.87
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,bid,spread_low,10,4.0211,3.7793,0.5417,0.5295,29540,9939,118783.0,37562.5,10.87
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,ask,all,5,3.5582,3.756,0.5546,0.5572,29985,9995,106693.0,37541.5,-10.87
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,ask,all,1,3.6729,3.7538,0.6251,0.6229,29997,9999,110174.5,37534.5,-10.87
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,bid,all,5,3.8417,3.7546,0.559,0.5514,29985,9995,115194.0,37527.5,10.87
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,bid,imb_buy,5,3.8417,3.7546,0.559,0.5514,29985,9995,115194.0,37527.5,10.87
SNACKPACK_PISTACHIO,SNACKPACK,join,bid,spread_high,100,4.7982,4.3324,0.5421,0.5237,27543,8648,132157.0,37466.5,29.94
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,bid,all,10,3.9829,3.7495,0.5417,0.5293,29970,9990,119366.5,37458.0,10.87
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,bid,imb_buy,10,3.9829,3.7495,0.5417,0.5293,29970,9990,119366.5,37458.0,10.87
MICROCHIP_RECTANGLE,MICROCHIP,improve,bid,all,10,2.5669,3.7447,0.5287,0.5342,29970,9990,76929.5,37409.5,7.22
MICROCHIP_RECTANGLE,MICROCHIP,improve,bid,imb_buy,10,2.5669,3.7447,0.5287,0.5342,29970,9990,76929.5,37409.5,7.22
ROBOT_MOPPING,ROBOT,improve,ask,all,10,2.4551,3.7432,0.5246,0.5364,29970,9990,73578.5,37395.0,-7.07
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,improve,ask,all,1,3.463,3.7388,0.6312,0.6319,29997,9999,103880.5,37384.0,-11.08
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,improve,bid,spread_low,50,3.4712,3.8125,0.5215,0.5216,28312,9796,98276.0,37347.5,11.36
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,ask,spread_low,1,3.6396,3.7524,0.6242,0.623,29567,9948,107613.5,37328.5,-10.87
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,improve,bid,spread_low,50,6.6882,4.7601,0.5323,0.5471,27363,7840,183008.0,37319.0,18.23
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,bid,spread_low,1,3.7372,3.7509,0.6315,0.6258,29567,9948,110497.5,37313.5,10.87
PEBBLES_S,PEBBLES,improve,bid,spread_low,5,4.4798,3.7322,0.5471,0.5334,23355,9995,104625.5,37303.0,12.38
PEBBLES_S,PEBBLES,improve,bid,all,5,4.4441,3.7322,0.5488,0.5334,29985,9995,133255.0,37303.0,12.41
PEBBLES_S,PEBBLES,improve,bid,imb_buy,5,4.4441,3.7322,0.5488,0.5334,29985,9995,133255.0,37303.0,12.41
TRANSLATOR_VOID_BLUE,TRANSLATOR,join,ask,spread_high,10,5.0777,4.3712,0.5534,0.5451,18992,8530,96436.0,37286.5,-10.99
PEBBLES_L,PEBBLES,improve,bid,spread_high,5,5.3859,4.7862,0.5639,0.5541,23274,7789,125351.5,37280.0,12.5
PANEL_1X2,PANEL,improve,bid,spread_low,1,4.6127,4.9366,0.6903,0.6909,24950,7547,115087.0,37256.5,18.22
SLEEP_POD_POLYESTER,SLEEP_POD,join,bid,spread_low,5,5.5159,5.0861,0.5782,0.5652,26833,7307,148007.0,37164.0,10.86
PANEL_2X2,PANEL,join,ask,all,10,4.4251,3.7136,0.5541,0.5421,29970,9990,132621.5,37098.5,-11.8
PANEL_2X2,PANEL,join,ask,spread_low,10,4.2789,3.7136,0.5522,0.5421,27625,9990,118204.5,37098.5,-11.87
UV_VISOR_AMBER,UV_VISOR,join,bid,spread_low,50,3.1178,3.727,0.5226,0.5387,17794,9950,55478.0,37084.0,18.08
UV_VISOR_AMBER,UV_VISOR,join,bid,all,50,0.5901,3.727,0.5101,0.5387,29850,9950,17613.5,37084.0,18.27
UV_VISOR_AMBER,UV_VISOR,join,bid,imb_buy,50,0.5901,3.727,0.5101,0.5387,29850,9950,17613.5,37084.0,18.27
UV_VISOR_YELLOW,UV_VISOR,improve,bid,spread_low,5,5.9016,4.8939,0.5966,0.5817,18039,7573,106459.5,37061.5,18.09
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,ask,spread_low,5,3.501,3.7245,0.5543,0.557,29555,9944,103473.5,37036.5,-10.87
SLEEP_POD_NYLON,SLEEP_POD,improve,bid,spread_high,5,3.5446,4.0596,0.5627,0.5706,18763,9122,66507.0,37032.0,12.04
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,ask,spread_low,10,3.3555,3.7237,0.5355,0.5443,29540,9939,99121.0,37009.5,-10.87
SLEEP_POD_POLYESTER,SLEEP_POD,improve,ask,spread_low,10,3.1596,5.0665,0.5334,0.5607,26820,7302,84741.0,36995.5,-10.86
PANEL_2X4,PANEL,improve,ask,all,5,3.5237,3.699,0.5516,0.5552,29985,9995,105657.0,36971.5,-10.87
SLEEP_POD_NYLON,SLEEP_POD,join,bid,spread_low,1,4.2712,4.5345,0.6665,0.6726,28119,8130,120103.0,36865.5,11.73
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,join,bid,all,50,7.2743,3.7031,0.5375,0.5127,29850,9950,217137.0,36845.5,18.25
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,join,bid,imb_buy,50,7.2743,3.7031,0.5375,0.5127,29850,9950,217137.0,36845.5,18.25
PANEL_1X4,PANEL,improve,bid,spread_high,50,1.5089,4.7941,0.513,0.5468,26625,7685,40175.0,36842.5,12.4
MICROCHIP_RECTANGLE,MICROCHIP,join,ask,all,1,3.9832,3.682,0.6123,0.6008,29997,9999,119484.5,36816.0,-7.23
PANEL_2X4,PANEL,improve,ask,spread_high,5,4.0097,3.8976,0.5585,0.5579,22981,9443,92146.0,36805.5,-10.99
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,improve,bid,spread_low,10,5.5855,4.136,0.5626,0.5401,20699,8895,115615.0,36790.0,18.12
SNACKPACK_CHOCOLATE,SNACKPACK,improve,ask,spread_high,10,7.8869,8.1306,0.648,0.6518,20749,4515,163644.5,36709.5,-29.9
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,improve,ask,spread_high,1,3.6209,3.8535,0.6359,0.6358,25821,9525,93496.0,36705.0,-11.23
PEBBLES_XS,PEBBLES,join,bid,all,5,4.2041,3.6709,0.5471,0.5431,29985,9995,126059.0,36690.5,13.4
PEBBLES_XS,PEBBLES,join,bid,imb_buy,5,4.2041,3.6709,0.5471,0.5431,29985,9995,126059.0,36690.5,13.4
PANEL_1X2,PANEL,improve,ask,spread_high,10,5.6181,4.4821,0.5766,0.5593,17099,8181,96064.0,36668.0,-18.48
UV_VISOR_AMBER,UV_VISOR,improve,ask,all,5,4.6333,3.6664,0.6006,0.5918,29985,9995,138928.5,36646.0,-18.27
UV_VISOR_AMBER,UV_VISOR,improve,ask,spread_low,5,3.8378,3.6664,0.5903,0.5918,17885,9995,68639.5,36646.0,-18.09
ROBOT_MOPPING,ROBOT,improve,ask,spread_high,10,2.7545,3.8008,0.5284,0.537,23929,9640,65911.5,36639.5,-7.35
MICROCHIP_RECTANGLE,MICROCHIP,join,bid,spread_high,50,-0.5704,5.8797,0.5012,0.5295,21334,6230,-12169.0,36630.5,7.59
PANEL_1X4,PANEL,join,ask,spread_low,1,3.7898,3.7668,0.658,0.66,15544,9706,58909.0,36560.5,-12.75
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,bid,all,50,5.1102,3.6729,0.5331,0.5335,29850,9950,152540.5,36545.0,10.87
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,bid,imb_buy,50,5.1102,3.6729,0.5331,0.5335,29850,9950,152540.5,36545.0,10.87
TRANSLATOR_VOID_BLUE,TRANSLATOR,improve,bid,spread_low,1,3.822,4.0394,0.63,0.6329,28568,9020,109187.0,36435.0,10.9
PEBBLES_XL,PEBBLES,join,bid,spread_low,5,9.8777,11.866,0.5518,0.5658,19122,3070,188881.5,36428.5,12.35
SLEEP_POD_LAMB_WOOL,SLEEP_POD,improve,ask,spread_low,50,1.9638,3.6767,0.4967,0.4997,29420,9899,57776.0,36396.0,-10.87
SLEEP_POD_COTTON,SLEEP_POD,improve,ask,spread_low,100,-4.9937,16.3926,0.4783,0.5575,20099,2217,-100368.5,36342.5,-10.8
PEBBLES_XS,PEBBLES,join,bid,spread_low,5,4.0529,3.7504,0.5458,0.545,15944,9682,64620.0,36311.5,14.2
SNACKPACK_PISTACHIO,SNACKPACK,improve,bid,all,100,4.0061,3.6622,0.534,0.5164,29700,9900,118981.5,36256.0,29.5
SNACKPACK_PISTACHIO,SNACKPACK,improve,bid,imb_buy,100,4.0061,3.6622,0.534,0.5164,29700,9900,118981.5,36256.0,29.5
ROBOT_MOPPING,ROBOT,join,bid,all,10,4.5153,3.6257,0.5511,0.5409,29970,9990,135322.5,36221.0,7.06
ROBOT_MOPPING,ROBOT,join,bid,imb_buy,10,4.5153,3.6257,0.5511,0.5409,29970,9990,135322.5,36221.0,7.06
SLEEP_POD_COTTON,SLEEP_POD,improve,bid,all,10,4.4812,3.6242,0.5494,0.5397,29970,9990,134301.5,36206.0,10.87
SLEEP_POD_COTTON,SLEEP_POD,improve,bid,imb_buy,10,4.4812,3.6242,0.5494,0.5397,29970,9990,134301.5,36206.0,10.87
SLEEP_POD_SUEDE,SLEEP_POD,join,bid,spread_high,50,7.3009,3.7695,0.536,0.5091,21583,9602,157575.5,36194.5,10.98
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,improve,bid,spread_low,100,4.7805,5.6316,0.5106,0.5145,15156,6427,72454.0,36194.0,11.59
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,join,ask,spread_high,1,4.6097,4.5845,0.6745,0.6746,23024,7892,106134.5,36181.0,-11.56
PEBBLES_L,PEBBLES,join,bid,spread_high,10,6.0275,4.6432,0.5513,0.5372,23264,7789,140224.5,36166.0,12.5
SLEEP_POD_POLYESTER,SLEEP_POD,improve,bid,all,10,4.7972,3.6168,0.5471,0.5259,29970,9990,143773.0,36132.0,10.88
SLEEP_POD_POLYESTER,SLEEP_POD,improve,bid,imb_buy,10,4.7972,3.6168,0.5471,0.5259,29970,9990,143773.0,36132.0,10.88
MICROCHIP_RECTANGLE,MICROCHIP,join,ask,spread_low,1,3.7159,3.6472,0.606,0.6,22743,9889,84510.0,36067.0,-7.3
SNACKPACK_STRAWBERRY,SNACKPACK,join,bid,spread_low,5,9.1455,9.472,0.6879,0.7082,21071,3804,192705.0,36031.5,29.32
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,join,bid,spread_low,50,4.9898,5.5548,0.5297,0.5373,15244,6473,76064.5,35956.5,11.58
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,improve,bid,spread_high,100,5.356,4.2867,0.5247,0.5093,26139,8386,140000.0,35948.0,18.48
SLEEP_POD_NYLON,SLEEP_POD,improve,bid,all,1,3.3065,3.592,0.6291,0.638,29997,9999,99186.0,35916.5,11.68
SLEEP_POD_NYLON,SLEEP_POD,improve,bid,imb_buy,1,3.3065,3.592,0.6291,0.638,29997,9999,99186.0,35916.5,11.68
PANEL_4X4,PANEL,join,bid,spread_high,1,4.4843,4.5127,0.6675,0.6615,23027,7943,103260.5,35844.0,11.55
ROBOT_MOPPING,ROBOT,join,bid,spread_high,10,4.5832,3.7172,0.5502,0.5419,23929,9640,109670.5,35833.5,7.35
PANEL_1X4,PANEL,join,ask,all,5,4.3157,3.5846,0.5748,0.5657,29985,9995,129406.5,35828.5,-12.22
TRANSLATOR_VOID_BLUE,TRANSLATOR,improve,bid,spread_high,1,4.0288,4.1893,0.6282,0.6351,19012,8539,76595.5,35772.5,10.99
SLEEP_POD_LAMB_WOOL,SLEEP_POD,join,ask,spread_high,10,5.3851,5.4863,0.561,0.5661,15834,6513,85267.5,35732.5,-10.99
UV_VISOR_AMBER,UV_VISOR,improve,ask,all,1,4.2557,3.5735,0.6916,0.6872,29997,9999,127658.5,35731.0,-18.27
UV_VISOR_AMBER,UV_VISOR,improve,ask,spread_low,1,3.6774,3.5735,0.6807,0.6872,17893,9999,65800.5,35731.0,-18.09
PANEL_1X4,PANEL,join,bid,spread_high,10,4.0022,4.6257,0.5515,0.5687,26742,7723,107028.0,35724.5,12.4
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,join,ask,spread_low,100,4.1986,3.6645,0.5195,0.5402,28169,9746,118269.5,35714.0,-11.33
SNACKPACK_CHOCOLATE,SNACKPACK,join,bid,spread_high,10,8.1604,7.873,0.6536,0.6518,20749,4515,169319.5,35546.5,29.9
ROBOT_LAUNDRY,ROBOT,join,ask,all,10,3.8206,3.5564,0.5483,0.5493,29970,9990,114502.5,35528.5,-8.08
PANEL_4X4,PANEL,improve,ask,all,1,3.4044,3.5481,0.6255,0.6276,29997,9999,102121.5,35477.0,-11.33
SLEEP_POD_SUEDE,SLEEP_POD,join,bid,all,50,8.1314,3.5652,0.5449,0.509,29850,9950,242721.0,35473.5,10.91
SLEEP_POD_SUEDE,SLEEP_POD,join,bid,imb_buy,50,8.1314,3.5652,0.5449,0.509,29850,9950,242721.0,35473.5,10.91
ROBOT_LAUNDRY,ROBOT,improve,ask,all,50,3.9437,3.5636,0.5272,0.5293,29850,9950,117719.0,35458.0,-8.08
UV_VISOR_AMBER,UV_VISOR,improve,bid,all,1,4.0648,3.5225,0.6847,0.6867,29997,9999,121931.5,35221.0,18.27
UV_VISOR_AMBER,UV_VISOR,improve,bid,imb_buy,1,4.0648,3.5225,0.6847,0.6867,29997,9999,121931.5,35221.0,18.27
UV_VISOR_AMBER,UV_VISOR,improve,bid,spread_low,1,3.6335,3.5225,0.6793,0.6867,17893,9999,65014.5,35221.0,18.08
