lead,lag,lead_category,lag_category,same_category,lookback,horizon,ic,abs_ic,full_proxy,portal_proxy,count,portal_count
MICROCHIP_TRIANGLE,SLEEP_POD_LAMB_WOOL,MICROCHIP,SLEEP_POD,False,100,50,0.03106,0.03106,120952.0,40675.0,29550,9850
GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_LAUNDRY,GALAXY_SOUNDS,ROBOT,False,10,50,0.01392,0.01392,13598.5,40675.0,29820,9940
GALAXY_SOUNDS_SOLAR_WINDS,PEBBLES_M,GALAXY_SOUNDS,PEBBLES,False,50,50,0.05466,0.05466,120112.0,40658.0,29700,9900
PANEL_4X4,TRANSLATOR_GRAPHITE_MIST,PANEL,TRANSLATOR,False,200,50,0.07599,0.07599,70621.0,40657.0,29250,9750
GALAXY_SOUNDS_SOLAR_FLAMES,PEBBLES_XS,GALAXY_SOUNDS,PEBBLES,False,100,50,-0.0348,0.0348,-79263.0,40655.0,29550,9850
ROBOT_LAUNDRY,ROBOT_DISHES,ROBOT,ROBOT,True,50,50,-0.00824,0.00824,-15877.0,40607.0,29700,9900
MICROCHIP_RECTANGLE,UV_VISOR_YELLOW,MICROCHIP,UV_VISOR,False,200,50,0.06086,0.06086,210923.5,40603.0,29250,9750
PEBBLES_M,PEBBLES_XL,PEBBLES,PEBBLES,True,200,10,0.03628,0.03628,55794.0,40557.0,29370,9790
MICROCHIP_SQUARE,PEBBLES_XL,MICROCHIP,PEBBLES,False,100,10,0.01216,0.01216,54585.0,40547.0,29670,9890
ROBOT_LAUNDRY,UV_VISOR_RED,ROBOT,UV_VISOR,False,50,50,-0.02089,0.02089,-43947.0,40535.5,29700,9900
UV_VISOR_MAGENTA,GALAXY_SOUNDS_DARK_MATTER,UV_VISOR,GALAXY_SOUNDS,False,200,50,0.02743,0.02743,10133.5,40528.0,29250,9750
PEBBLES_L,SLEEP_POD_SUEDE,PEBBLES,SLEEP_POD,False,200,50,-0.00221,0.00221,54045.5,40503.0,29250,9750
ROBOT_MOPPING,UV_VISOR_MAGENTA,ROBOT,UV_VISOR,False,100,50,0.0559,0.0559,96933.0,40468.0,29550,9850
ROBOT_LAUNDRY,OXYGEN_SHAKE_MORNING_BREATH,ROBOT,OXYGEN_SHAKE,False,200,50,0.03856,0.03856,93788.0,40441.5,29250,9750
PEBBLES_M,MICROCHIP_CIRCLE,PEBBLES,MICROCHIP,False,200,50,-0.00717,0.00717,-66390.0,40431.0,29250,9750
PEBBLES_S,PEBBLES_L,PEBBLES,PEBBLES,True,50,50,-0.01026,0.01026,14701.0,40387.5,29700,9900
SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,SLEEP_POD,SLEEP_POD,True,10,50,0.02586,0.02586,40559.0,40361.5,29820,9940
TRANSLATOR_ECLIPSE_CHARCOAL,MICROCHIP_CIRCLE,TRANSLATOR,MICROCHIP,False,50,50,0.00484,0.00484,4015.5,40344.0,29700,9900
SLEEP_POD_SUEDE,GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD,GALAXY_SOUNDS,False,10,50,0.03045,0.03045,56422.0,40326.0,29820,9940
GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_GRAPHITE_MIST,GALAXY_SOUNDS,TRANSLATOR,False,100,50,0.04645,0.04645,115158.0,40302.5,29550,9850
SNACKPACK_CHOCOLATE,OXYGEN_SHAKE_MINT,SNACKPACK,OXYGEN_SHAKE,False,100,50,-0.01659,0.01659,-42317.0,40291.0,29550,9850
UV_VISOR_ORANGE,GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR,GALAXY_SOUNDS,False,5,50,0.015,0.015,51519.5,40272.5,29835,9945
ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT,ROBOT,True,200,50,0.00105,0.00105,414.0,40255.0,29250,9750
PANEL_4X4,SLEEP_POD_POLYESTER,PANEL,SLEEP_POD,False,100,50,0.0255,0.0255,88898.5,40197.5,29550,9850
TRANSLATOR_GRAPHITE_MIST,PEBBLES_XL,TRANSLATOR,PEBBLES,False,50,5,0.00826,0.00826,41815.5,40196.5,29835,9945
SNACKPACK_STRAWBERRY,UV_VISOR_MAGENTA,SNACKPACK,UV_VISOR,False,50,50,-0.03382,0.03382,-64738.5,40190.0,29700,9900
SNACKPACK_CHOCOLATE,PEBBLES_M,SNACKPACK,PEBBLES,False,100,50,-0.02636,0.02636,-37794.0,40159.5,29550,9850
SLEEP_POD_POLYESTER,PEBBLES_M,SLEEP_POD,PEBBLES,False,50,50,0.05926,0.05926,140949.5,40119.5,29700,9900
ROBOT_VACUUMING,PEBBLES_S,ROBOT,PEBBLES,False,50,50,0.04719,0.04719,109792.5,40115.5,29700,9900
OXYGEN_SHAKE_CHOCOLATE,MICROCHIP_CIRCLE,OXYGEN_SHAKE,MICROCHIP,False,100,50,0.05284,0.05284,55238.5,40097.5,29550,9850
MICROCHIP_RECTANGLE,UV_VISOR_RED,MICROCHIP,UV_VISOR,False,200,50,-0.02801,0.02801,-30712.5,40094.5,29250,9750
MICROCHIP_SQUARE,GALAXY_SOUNDS_BLACK_HOLES,MICROCHIP,GALAXY_SOUNDS,False,100,50,-0.01912,0.01912,-37941.0,40043.5,29550,9850
UV_VISOR_YELLOW,UV_VISOR_MAGENTA,UV_VISOR,UV_VISOR,True,100,50,-0.01421,0.01421,79.5,40011.5,29550,9850
OXYGEN_SHAKE_GARLIC,GALAXY_SOUNDS_SOLAR_FLAMES,OXYGEN_SHAKE,GALAXY_SOUNDS,False,5,50,0.01592,0.01592,13223.5,40004.5,29835,9945
PEBBLES_XS,PEBBLES_S,PEBBLES,PEBBLES,True,100,10,-0.00691,0.00691,-415.5,40003.0,29670,9890
TRANSLATOR_SPACE_GRAY,PEBBLES_S,TRANSLATOR,PEBBLES,False,5,50,0.00129,0.00129,12723.0,39984.0,29835,9945
UV_VISOR_AMBER,MICROCHIP_SQUARE,UV_VISOR,MICROCHIP,False,5,50,0.00396,0.00396,6437.5,39954.5,29835,9945
GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_ASTRO_BLACK,GALAXY_SOUNDS,TRANSLATOR,False,200,50,0.00695,0.00695,-1468.5,39954.0,29250,9750
SNACKPACK_CHOCOLATE,PANEL_2X4,SNACKPACK,PANEL,False,100,50,0.03663,0.03663,53033.0,39921.0,29550,9850
PEBBLES_M,PEBBLES_XL,PEBBLES,PEBBLES,True,100,10,0.02753,0.02753,56109.5,39896.0,29670,9890
PEBBLES_M,PEBBLES_XL,PEBBLES,PEBBLES,True,10,50,0.01139,0.01139,9643.0,39884.0,29820,9940
SNACKPACK_RASPBERRY,OXYGEN_SHAKE_GARLIC,SNACKPACK,OXYGEN_SHAKE,False,100,50,-0.03346,0.03346,-112239.5,39852.5,29550,9850
UV_VISOR_YELLOW,PANEL_1X4,UV_VISOR,PANEL,False,50,50,0.0056,0.0056,35835.5,39839.5,29700,9900
SNACKPACK_STRAWBERRY,UV_VISOR_ORANGE,SNACKPACK,UV_VISOR,False,50,50,0.00303,0.00303,18592.0,39799.5,29700,9900
OXYGEN_SHAKE_CHOCOLATE,UV_VISOR_MAGENTA,OXYGEN_SHAKE,UV_VISOR,False,50,50,-0.00297,0.00297,12759.5,39768.5,29700,9900
PEBBLES_S,TRANSLATOR_ASTRO_BLACK,PEBBLES,TRANSLATOR,False,50,50,0.00811,0.00811,42825.0,39712.0,29700,9900
GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_RASPBERRY,GALAXY_SOUNDS,SNACKPACK,False,50,50,0.0285,0.0285,49750.0,39710.0,29700,9900
OXYGEN_SHAKE_MORNING_BREATH,PEBBLES_L,OXYGEN_SHAKE,PEBBLES,False,10,50,0.00024,0.00024,1202.0,39703.0,29820,9940
SNACKPACK_CHOCOLATE,MICROCHIP_RECTANGLE,SNACKPACK,MICROCHIP,False,50,50,0.00941,0.00941,-27439.0,39693.0,29700,9900
SNACKPACK_CHOCOLATE,OXYGEN_SHAKE_CHOCOLATE,SNACKPACK,OXYGEN_SHAKE,False,100,50,-0.05607,0.05607,-51401.0,39662.0,29550,9850
ROBOT_MOPPING,SNACKPACK_CHOCOLATE,ROBOT,SNACKPACK,False,200,50,0.03449,0.03449,70458.0,39653.0,29250,9750
GALAXY_SOUNDS_BLACK_HOLES,MICROCHIP_SQUARE,GALAXY_SOUNDS,MICROCHIP,False,200,50,0.00755,0.00755,-25390.5,39629.0,29250,9750
MICROCHIP_OVAL,PEBBLES_L,MICROCHIP,PEBBLES,False,10,50,-0.00805,0.00805,19501.0,39626.0,29820,9940
OXYGEN_SHAKE_MINT,UV_VISOR_RED,OXYGEN_SHAKE,UV_VISOR,False,5,50,0.00468,0.00468,19968.0,39624.5,29835,9945
OXYGEN_SHAKE_GARLIC,UV_VISOR_RED,OXYGEN_SHAKE,UV_VISOR,False,200,50,0.00302,0.00302,-3375.0,39600.0,29250,9750
PANEL_4X4,SLEEP_POD_SUEDE,PANEL,SLEEP_POD,False,50,50,0.02149,0.02149,45243.5,39593.5,29700,9900
TRANSLATOR_SPACE_GRAY,PEBBLES_L,TRANSLATOR,PEBBLES,False,200,50,0.04404,0.04404,165918.5,39588.0,29250,9750
GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE_CHOCOLATE,GALAXY_SOUNDS,OXYGEN_SHAKE,False,10,50,0.03367,0.03367,42430.5,39574.0,29820,9940
PEBBLES_XS,SNACKPACK_CHOCOLATE,PEBBLES,SNACKPACK,False,200,50,0.00021,0.00021,33860.5,39572.5,29250,9750
ROBOT_VACUUMING,SNACKPACK_RASPBERRY,ROBOT,SNACKPACK,False,200,50,0.05025,0.05025,102797.0,39506.5,29250,9750
SNACKPACK_STRAWBERRY,SNACKPACK_RASPBERRY,SNACKPACK,SNACKPACK,True,200,50,0.02845,0.02845,14850.0,39491.0,29250,9750
GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_CHOCOLATE,GALAXY_SOUNDS,SNACKPACK,False,100,50,0.06362,0.06362,100111.5,39437.0,29550,9850
PEBBLES_S,MICROCHIP_SQUARE,PEBBLES,MICROCHIP,False,5,50,0.0241,0.0241,57473.5,39349.0,29835,9945
PANEL_2X4,TRANSLATOR_SPACE_GRAY,PANEL,TRANSLATOR,False,100,50,0.05329,0.05329,118788.0,39332.0,29550,9850
TRANSLATOR_ASTRO_BLACK,PANEL_2X4,TRANSLATOR,PANEL,False,50,50,0.0221,0.0221,48579.5,39314.0,29700,9900
SLEEP_POD_COTTON,MICROCHIP_OVAL,SLEEP_POD,MICROCHIP,False,100,50,0.12432,0.12432,207589.5,39266.0,29550,9850
GALAXY_SOUNDS_BLACK_HOLES,MICROCHIP_SQUARE,GALAXY_SOUNDS,MICROCHIP,False,50,50,-0.01416,0.01416,29222.5,39265.0,29700,9900
GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_GRAPHITE_MIST,GALAXY_SOUNDS,TRANSLATOR,False,100,50,-0.00604,0.00604,56750.5,39242.5,29550,9850
SNACKPACK_PISTACHIO,SLEEP_POD_SUEDE,SNACKPACK,SLEEP_POD,False,200,50,-0.00905,0.00905,18311.0,39235.0,29250,9750
PANEL_2X2,SLEEP_POD_SUEDE,PANEL,SLEEP_POD,False,50,50,0.04918,0.04918,144532.0,39234.0,29700,9900
TRANSLATOR_VOID_BLUE,MICROCHIP_CIRCLE,TRANSLATOR,MICROCHIP,False,50,50,0.00776,0.00776,22274.5,39229.5,29700,9900
SLEEP_POD_SUEDE,TRANSLATOR_SPACE_GRAY,SLEEP_POD,TRANSLATOR,False,10,50,0.04438,0.04438,102395.0,39175.0,29820,9940
UV_VISOR_MAGENTA,GALAXY_SOUNDS_SOLAR_WINDS,UV_VISOR,GALAXY_SOUNDS,False,200,50,0.0251,0.0251,53038.5,39156.0,29250,9750
SNACKPACK_PISTACHIO,TRANSLATOR_ECLIPSE_CHARCOAL,SNACKPACK,TRANSLATOR,False,50,50,0.00069,0.00069,38123.5,39146.0,29700,9900
UV_VISOR_AMBER,GALAXY_SOUNDS_DARK_MATTER,UV_VISOR,GALAXY_SOUNDS,False,200,50,0.02485,0.02485,17236.0,39127.0,29250,9750
SNACKPACK_CHOCOLATE,PEBBLES_M,SNACKPACK,PEBBLES,False,200,50,0.01282,0.01282,105654.0,39106.0,29250,9750
SNACKPACK_PISTACHIO,TRANSLATOR_ECLIPSE_CHARCOAL,SNACKPACK,TRANSLATOR,False,200,50,-0.00344,0.00344,28435.5,39065.0,29250,9750
PEBBLES_S,MICROCHIP_SQUARE,PEBBLES,MICROCHIP,False,200,10,0.02747,0.02747,36024.5,39042.0,29370,9790
MICROCHIP_CIRCLE,SLEEP_POD_SUEDE,MICROCHIP,SLEEP_POD,False,100,50,0.02059,0.02059,69538.0,39018.5,29550,9850
GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE_MORNING_BREATH,GALAXY_SOUNDS,OXYGEN_SHAKE,False,200,50,0.02612,0.02612,11061.5,38985.0,29250,9750
PEBBLES_S,GALAXY_SOUNDS_SOLAR_WINDS,PEBBLES,GALAXY_SOUNDS,False,5,50,0.01024,0.01024,21872.0,38976.5,29835,9945
SNACKPACK_RASPBERRY,PEBBLES_XS,SNACKPACK,PEBBLES,False,200,50,-0.03596,0.03596,-177370.5,38965.0,29250,9750
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_L,GALAXY_SOUNDS,PEBBLES,False,10,50,0.05027,0.05027,94635.5,38899.5,29820,9940
PEBBLES_XS,TRANSLATOR_GRAPHITE_MIST,PEBBLES,TRANSLATOR,False,200,50,-0.01334,0.01334,-38283.0,38895.5,29250,9750
ROBOT_DISHES,UV_VISOR_ORANGE,ROBOT,UV_VISOR,False,100,50,-0.0021,0.0021,-31940.0,38885.5,29550,9850
PANEL_2X2,TRANSLATOR_VOID_BLUE,PANEL,TRANSLATOR,False,200,50,0.04629,0.04629,47003.0,38862.0,29250,9750
ROBOT_MOPPING,MICROCHIP_SQUARE,ROBOT,MICROCHIP,False,100,10,0.00948,0.00948,7590.0,38860.5,29670,9890
MICROCHIP_OVAL,MICROCHIP_SQUARE,MICROCHIP,MICROCHIP,True,200,50,-0.05032,0.05032,-141654.0,38840.0,29250,9750
SLEEP_POD_SUEDE,MICROCHIP_TRIANGLE,SLEEP_POD,MICROCHIP,False,10,50,0.03639,0.03639,60466.5,38832.0,29820,9940
OXYGEN_SHAKE_EVENING_BREATH,PANEL_1X2,OXYGEN_SHAKE,PANEL,False,200,50,0.01116,0.01116,73352.0,38716.0,29250,9750
PANEL_1X2,SLEEP_POD_POLYESTER,PANEL,SLEEP_POD,False,50,50,0.04738,0.04738,117291.5,38702.5,29700,9900
SNACKPACK_STRAWBERRY,OXYGEN_SHAKE_CHOCOLATE,SNACKPACK,OXYGEN_SHAKE,False,100,50,-0.02794,0.02794,-31843.0,38682.0,29550,9850
TRANSLATOR_SPACE_GRAY,SLEEP_POD_LAMB_WOOL,TRANSLATOR,SLEEP_POD,False,100,50,0.01606,0.01606,31172.0,38643.5,29550,9850
PEBBLES_L,PANEL_1X2,PEBBLES,PANEL,False,5,50,0.0118,0.0118,50819.0,38618.5,29835,9945
MICROCHIP_CIRCLE,MICROCHIP_SQUARE,MICROCHIP,MICROCHIP,True,200,50,0.00722,0.00722,134094.0,38617.5,29250,9750
PEBBLES_L,PEBBLES_S,PEBBLES,PEBBLES,True,100,50,0.01904,0.01904,37422.0,38600.0,29550,9850
SNACKPACK_PISTACHIO,SNACKPACK_CHOCOLATE,SNACKPACK,SNACKPACK,True,200,50,-0.04211,0.04211,54.5,38581.5,29250,9750
MICROCHIP_SQUARE,UV_VISOR_RED,MICROCHIP,UV_VISOR,False,200,50,0.02792,0.02792,17072.5,38545.0,29250,9750
GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_MOPPING,GALAXY_SOUNDS,ROBOT,False,200,50,0.0266,0.0266,59979.5,38541.0,29250,9750
TRANSLATOR_SPACE_GRAY,GALAXY_SOUNDS_SOLAR_FLAMES,TRANSLATOR,GALAXY_SOUNDS,False,100,50,-0.00527,0.00527,-1462.0,38533.5,29550,9850
PANEL_1X4,SNACKPACK_CHOCOLATE,PANEL,SNACKPACK,False,100,50,0.07087,0.07087,74395.5,38495.5,29550,9850
UV_VISOR_RED,OXYGEN_SHAKE_EVENING_BREATH,UV_VISOR,OXYGEN_SHAKE,False,200,50,0.04312,0.04312,46062.0,38494.0,29250,9750
OXYGEN_SHAKE_MORNING_BREATH,PANEL_1X4,OXYGEN_SHAKE,PANEL,False,50,50,0.02071,0.02071,27761.0,38458.5,29700,9900
MICROCHIP_CIRCLE,OXYGEN_SHAKE_GARLIC,MICROCHIP,OXYGEN_SHAKE,False,100,50,0.04093,0.04093,18363.5,38446.5,29550,9850
ROBOT_VACUUMING,PEBBLES_M,ROBOT,PEBBLES,False,200,50,0.0606,0.0606,208212.5,38443.5,29250,9750
SNACKPACK_PISTACHIO,MICROCHIP_SQUARE,SNACKPACK,MICROCHIP,False,50,50,0.04834,0.04834,134480.5,38439.0,29700,9900
OXYGEN_SHAKE_GARLIC,PEBBLES_XL,OXYGEN_SHAKE,PEBBLES,False,5,50,-0.00397,0.00397,-6619.0,38438.5,29835,9945
OXYGEN_SHAKE_CHOCOLATE,UV_VISOR_RED,OXYGEN_SHAKE,UV_VISOR,False,100,50,0.00949,0.00949,-18269.5,38401.0,29550,9850
TRANSLATOR_SPACE_GRAY,PEBBLES_L,TRANSLATOR,PEBBLES,False,100,50,0.04879,0.04879,111333.5,38376.5,29550,9850
OXYGEN_SHAKE_GARLIC,ROBOT_DISHES,OXYGEN_SHAKE,ROBOT,False,10,50,-0.00648,0.00648,-26251.0,38374.5,29820,9940
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_VOID_BLUE,TRANSLATOR,TRANSLATOR,True,100,50,-0.00591,0.00591,-52181.5,38370.0,29550,9850
PANEL_4X4,GALAXY_SOUNDS_BLACK_HOLES,PANEL,GALAXY_SOUNDS,False,200,50,0.04322,0.04322,127967.5,38369.5,29250,9750
SLEEP_POD_POLYESTER,PEBBLES_S,SLEEP_POD,PEBBLES,False,10,50,-0.00545,0.00545,22939.5,38369.5,29820,9940
GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_LAUNDRY,GALAXY_SOUNDS,ROBOT,False,50,50,0.00287,0.00287,-20580.5,38348.0,29700,9900
UV_VISOR_AMBER,SLEEP_POD_NYLON,UV_VISOR,SLEEP_POD,False,10,50,0.00418,0.00418,11956.0,38310.0,29820,9940
ROBOT_MOPPING,TRANSLATOR_VOID_BLUE,ROBOT,TRANSLATOR,False,200,50,-0.00451,0.00451,-68681.5,38296.0,29250,9750
UV_VISOR_AMBER,MICROCHIP_SQUARE,UV_VISOR,MICROCHIP,False,50,10,0.0071,0.0071,5650.5,38283.0,29820,9940
ROBOT_VACUUMING,ROBOT_IRONING,ROBOT,ROBOT,True,200,50,0.08793,0.08793,131408.0,38243.0,29250,9750
OXYGEN_SHAKE_MINT,GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE,GALAXY_SOUNDS,False,100,50,-0.01032,0.01032,54843.0,38217.0,29550,9850
PEBBLES_XL,GALAXY_SOUNDS_DARK_MATTER,PEBBLES,GALAXY_SOUNDS,False,200,50,0.03019,0.03019,77496.0,38209.5,29250,9750
MICROCHIP_TRIANGLE,OXYGEN_SHAKE_MORNING_BREATH,MICROCHIP,OXYGEN_SHAKE,False,200,50,-0.04753,0.04753,-15053.0,38208.0,29250,9750
SNACKPACK_CHOCOLATE,GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK,GALAXY_SOUNDS,False,100,50,0.0082,0.0082,37068.0,38174.5,29550,9850
SNACKPACK_RASPBERRY,PANEL_2X2,SNACKPACK,PANEL,False,200,50,0.01709,0.01709,57162.5,38171.0,29250,9750
ROBOT_MOPPING,PEBBLES_XL,ROBOT,PEBBLES,False,10,10,-0.00291,0.00291,-20634.5,38116.5,29940,9980
PEBBLES_S,SNACKPACK_PISTACHIO,PEBBLES,SNACKPACK,False,100,50,0.06923,0.06923,39107.5,38116.0,29550,9850
SLEEP_POD_SUEDE,PEBBLES_M,SLEEP_POD,PEBBLES,False,100,50,0.0298,0.0298,90660.5,38109.5,29550,9850
UV_VISOR_AMBER,SLEEP_POD_NYLON,UV_VISOR,SLEEP_POD,False,5,50,0.0019,0.0019,9822.0,38085.0,29835,9945
TRANSLATOR_ASTRO_BLACK,ROBOT_IRONING,TRANSLATOR,ROBOT,False,100,50,0.0231,0.0231,91663.5,38083.0,29550,9850
PEBBLES_XS,SLEEP_POD_SUEDE,PEBBLES,SLEEP_POD,False,50,50,0.03449,0.03449,67292.5,38049.0,29700,9900
OXYGEN_SHAKE_MORNING_BREATH,PANEL_2X2,OXYGEN_SHAKE,PANEL,False,200,50,0.00234,0.00234,10496.5,38048.5,29250,9750
SNACKPACK_PISTACHIO,SLEEP_POD_SUEDE,SNACKPACK,SLEEP_POD,False,100,50,-0.01074,0.01074,-36417.5,38045.0,29550,9850
TRANSLATOR_VOID_BLUE,ROBOT_IRONING,TRANSLATOR,ROBOT,False,100,50,0.03974,0.03974,61208.5,38024.0,29550,9850
GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE_MORNING_BREATH,GALAXY_SOUNDS,OXYGEN_SHAKE,False,50,50,0.05598,0.05598,81012.5,37987.5,29700,9900
UV_VISOR_YELLOW,PANEL_4X4,UV_VISOR,PANEL,False,50,50,0.00269,0.00269,-16989.5,37980.0,29700,9900
TRANSLATOR_VOID_BLUE,OXYGEN_SHAKE_GARLIC,TRANSLATOR,OXYGEN_SHAKE,False,10,50,0.01211,0.01211,34317.0,37965.5,29820,9940
TRANSLATOR_ASTRO_BLACK,PANEL_1X4,TRANSLATOR,PANEL,False,50,50,0.03213,0.03213,34678.0,37960.0,29700,9900
SLEEP_POD_COTTON,PANEL_2X4,SLEEP_POD,PANEL,False,50,50,0.01237,0.01237,30864.0,37907.0,29700,9900
OXYGEN_SHAKE_MINT,UV_VISOR_YELLOW,OXYGEN_SHAKE,UV_VISOR,False,100,50,0.04011,0.04011,93176.5,37885.5,29550,9850
GALAXY_SOUNDS_SOLAR_FLAMES,TRANSLATOR_GRAPHITE_MIST,GALAXY_SOUNDS,TRANSLATOR,False,200,50,0.02047,0.02047,20790.5,37867.0,29250,9750
UV_VISOR_YELLOW,MICROCHIP_OVAL,UV_VISOR,MICROCHIP,False,200,50,-0.00503,0.00503,-36303.5,37846.0,29250,9750
PEBBLES_XL,PANEL_2X4,PEBBLES,PANEL,False,200,50,-0.07011,0.07011,-128155.5,37823.5,29250,9750
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,GALAXY_SOUNDS,True,100,50,-0.00227,0.00227,-24847.0,37812.5,29550,9850
MICROCHIP_OVAL,SNACKPACK_VANILLA,MICROCHIP,SNACKPACK,False,200,50,0.01068,0.01068,36255.5,37801.0,29250,9750
TRANSLATOR_ASTRO_BLACK,PEBBLES_M,TRANSLATOR,PEBBLES,False,10,50,0.01074,0.01074,29380.5,37767.5,29820,9940
ROBOT_DISHES,UV_VISOR_RED,ROBOT,UV_VISOR,False,50,50,0.02051,0.02051,41991.5,37726.0,29700,9900
PANEL_1X4,TRANSLATOR_SPACE_GRAY,PANEL,TRANSLATOR,False,100,50,-0.02295,0.02295,-23176.0,37698.5,29550,9850
SNACKPACK_RASPBERRY,GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK,GALAXY_SOUNDS,False,50,50,0.01042,0.01042,21414.5,37695.0,29700,9900
MICROCHIP_TRIANGLE,PANEL_2X4,MICROCHIP,PANEL,False,100,50,0.0363,0.0363,94973.0,37683.5,29550,9850
SLEEP_POD_SUEDE,UV_VISOR_RED,SLEEP_POD,UV_VISOR,False,100,50,0.00897,0.00897,13610.5,37683.0,29550,9850
PANEL_2X4,MICROCHIP_CIRCLE,PANEL,MICROCHIP,False,100,50,0.0375,0.0375,12921.0,37645.0,29550,9850
MICROCHIP_TRIANGLE,PEBBLES_M,MICROCHIP,PEBBLES,False,10,50,0.02623,0.02623,57375.0,37633.5,29820,9940
SLEEP_POD_POLYESTER,PEBBLES_XS,SLEEP_POD,PEBBLES,False,50,50,0.0368,0.0368,86520.0,37629.5,29700,9900
TRANSLATOR_VOID_BLUE,SNACKPACK_VANILLA,TRANSLATOR,SNACKPACK,False,100,50,0.12114,0.12114,143334.0,37624.0,29550,9850
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,OXYGEN_SHAKE,True,10,50,0.03804,0.03804,72671.0,37598.0,29820,9940
OXYGEN_SHAKE_MORNING_BREATH,PEBBLES_L,OXYGEN_SHAKE,PEBBLES,False,200,50,-0.01165,0.01165,2137.0,37589.5,29250,9750
PEBBLES_L,PANEL_1X2,PEBBLES,PANEL,False,10,50,0.01452,0.01452,46529.5,37584.0,29820,9940
SLEEP_POD_POLYESTER,SNACKPACK_VANILLA,SLEEP_POD,SNACKPACK,False,50,50,0.01239,0.01239,22989.5,37583.5,29700,9900
PANEL_2X4,UV_VISOR_YELLOW,PANEL,UV_VISOR,False,10,50,0.02276,0.02276,43786.5,37581.5,29820,9940
OXYGEN_SHAKE_GARLIC,MICROCHIP_CIRCLE,OXYGEN_SHAKE,MICROCHIP,False,200,50,0.04596,0.04596,42725.0,37576.5,29250,9750
ROBOT_MOPPING,MICROCHIP_SQUARE,ROBOT,MICROCHIP,False,1,50,0.00354,0.00354,21368.0,37560.5,29847,9949
GALAXY_SOUNDS_PLANETARY_RINGS,MICROCHIP_RECTANGLE,GALAXY_SOUNDS,MICROCHIP,False,50,50,0.01381,0.01381,28145.5,37547.5,29700,9900
OXYGEN_SHAKE_MINT,UV_VISOR_AMBER,OXYGEN_SHAKE,UV_VISOR,False,50,50,0.022,0.022,45323.5,37532.5,29700,9900
OXYGEN_SHAKE_GARLIC,GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE,GALAXY_SOUNDS,False,10,50,0.011,0.011,31241.0,37531.5,29820,9940
GALAXY_SOUNDS_SOLAR_FLAMES,PEBBLES_XL,GALAXY_SOUNDS,PEBBLES,False,50,10,0.03703,0.03703,104965.0,37485.5,29820,9940
GALAXY_SOUNDS_SOLAR_FLAMES,OXYGEN_SHAKE_CHOCOLATE,GALAXY_SOUNDS,OXYGEN_SHAKE,False,50,50,0.02721,0.02721,38268.0,37473.0,29700,9900
PANEL_2X4,PEBBLES_L,PANEL,PEBBLES,False,10,50,0.0263,0.0263,101251.0,37466.0,29820,9940
UV_VISOR_RED,TRANSLATOR_ECLIPSE_CHARCOAL,UV_VISOR,TRANSLATOR,False,200,50,-0.03347,0.03347,-9795.0,37465.0,29250,9750
UV_VISOR_AMBER,MICROCHIP_TRIANGLE,UV_VISOR,MICROCHIP,False,10,50,-0.00273,0.00273,18080.0,37450.5,29820,9940
SNACKPACK_PISTACHIO,TRANSLATOR_SPACE_GRAY,SNACKPACK,TRANSLATOR,False,100,50,0.0111,0.0111,2651.5,37410.5,29550,9850
SLEEP_POD_SUEDE,OXYGEN_SHAKE_EVENING_BREATH,SLEEP_POD,OXYGEN_SHAKE,False,200,50,0.06508,0.06508,111207.0,37404.0,29250,9750
MICROCHIP_CIRCLE,PANEL_1X2,MICROCHIP,PANEL,False,10,50,0.04532,0.04532,74548.0,37400.0,29820,9940
PANEL_1X4,PEBBLES_M,PANEL,PEBBLES,False,50,50,0.01292,0.01292,60086.0,37398.0,29700,9900
PEBBLES_L,MICROCHIP_RECTANGLE,PEBBLES,MICROCHIP,False,100,50,-0.02697,0.02697,-28729.0,37390.0,29550,9850
