target,category,kind,peers,coefs,full_resid_std,portal_resid_std,full_reversion_proxy,portal_reversion_proxy,signal_count,portal_signal_count,day2_proxy,day3_proxy,day4_proxy,stability_min_day
PEBBLES_S,PEBBLES,small_int_dev,PEBBLES_XL|UV_VISOR_AMBER,-3|-2,3393.4001,3810.324,705807.0,271743.5,4340,2559,418251.5,15812.0,271743.5,15812.0
UV_VISOR_RED,UV_VISOR,small_int_dev,UV_VISOR_AMBER|MICROCHIP_TRIANGLE,-3|-3,4570.7338,1231.2489,286068.0,271605.5,2945,2922,14462.5,0.0,271605.5,0.0
MICROCHIP_SQUARE,MICROCHIP,small_int_dev,PEBBLES_XL|SNACKPACK_RASPBERRY,2|-3,2783.4805,3141.6733,394966.5,271494.0,3746,3382,115337.5,8135.0,271494.0,8135.0
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,small_int_dev,TRANSLATOR_VOID_BLUE|UV_VISOR_RED,3|3,2549.0605,1527.6322,477360.5,271388.5,4814,3646,205972.0,0.0,271388.5,0.0
PANEL_2X2,PANEL,small_int_dev,PANEL_1X4|PEBBLES_M,1|3,1835.6476,1013.8216,440330.5,271370.5,4410,2713,24481.0,144479.0,271370.5,24481.0
ROBOT_MOPPING,ROBOT,small_int_dev,PANEL_1X2|SLEEP_POD_POLYESTER,2|3,2416.1166,721.9019,292286.5,271067.0,4673,4555,21219.5,0.0,271067.0,0.0
PEBBLES_XL,PEBBLES,small_int_dev,PEBBLES_S|TRANSLATOR_VOID_BLUE,-3|2,1915.4465,873.3992,327881.5,270884.0,5088,4592,56997.5,0.0,270884.0,0.0
SNACKPACK_CHOCOLATE,SNACKPACK,small_int_dev,MICROCHIP_TRIANGLE|PEBBLES_L,3|-2,2834.229,916.7325,266203.5,270744.5,7111,7051,0.0,-4541.0,270744.5,-4541.0
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,MICROCHIP_RECTANGLE|PEBBLES_L,-2|-3,1947.3453,2438.6935,443750.5,270533.0,4607,2699,77588.5,95629.0,270533.0,77588.5
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,UV_VISOR_RED|SLEEP_POD_POLYESTER,3|3,3733.5432,1027.8067,367311.5,270510.0,7021,6338,96801.5,0.0,270510.0,0.0
SNACKPACK_CHOCOLATE,SNACKPACK,small_int_dev,MICROCHIP_TRIANGLE|MICROCHIP_CIRCLE,-3|-3,2111.0399,1195.4492,256113.5,270488.0,5627,4969,0.0,-14374.5,270488.0,-14374.5
ROBOT_LAUNDRY,ROBOT,small_int_dev,PEBBLES_XL|PEBBLES_XS,-2|-3,2774.8335,1929.3791,537351.5,270459.5,4285,1492,43486.0,223406.0,270459.5,43486.0
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,small_int_dev,GALAXY_SOUNDS_SOLAR_FLAMES|PEBBLES_L,2|-3,2422.5405,2738.7092,383836.0,270424.0,4620,2703,102343.5,11068.5,270424.0,11068.5
ROBOT_MOPPING,ROBOT,small_int_dev,ROBOT_IRONING|SLEEP_POD_POLYESTER,2|-3,4846.2093,944.1587,301724.0,270406.5,3787,2096,52088.5,-20771.0,270406.5,-20771.0
PEBBLES_L,PEBBLES,small_int_dev,PEBBLES_S|PEBBLES_XL,2|3,4282.2676,4132.7898,614428.5,270405.5,5319,1535,344023.0,0.0,270405.5,0.0
MICROCHIP_SQUARE,MICROCHIP,small_int_dev,MICROCHIP_TRIANGLE|PEBBLES_XL,2|1,2047.5463,1298.2307,250147.5,270204.5,4721,3122,33155.5,-53212.5,270204.5,-53212.5
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,MICROCHIP_RECTANGLE|PEBBLES_XL,3|3,4049.4043,3976.5669,462587.0,270094.5,4336,2678,192492.5,0.0,270094.5,0.0
SLEEP_POD_SUEDE,SLEEP_POD,small_int_dev,SLEEP_POD_POLYESTER|MICROCHIP_TRIANGLE,-2|3,4701.4609,811.7371,269985.0,269985.0,5102,5102,0.0,0.0,269985.0,0.0
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,small_int_dev,PEBBLES_XL|SLEEP_POD_POLYESTER,2|-3,2797.3651,3665.2961,325125.5,269588.0,5098,3958,49041.5,6496.0,269588.0,6496.0
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,PEBBLES_M|PEBBLES_L,2|3,2478.1821,2095.1596,366979.0,269454.0,4491,2298,48860.0,48665.0,269454.0,48665.0
MICROCHIP_SQUARE,MICROCHIP,small_int_dev,PEBBLES_XL|OXYGEN_SHAKE_GARLIC,3|-2,3202.9779,3552.4206,721390.0,269346.0,3696,2388,294654.5,157389.5,269346.0,157389.5
PEBBLES_XL,PEBBLES,small_int_dev,PEBBLES_L|PEBBLES_M,2|3,2998.0458,2782.1442,604331.0,269008.5,4502,1340,119138.0,216184.5,269008.5,119138.0
MICROCHIP_SQUARE,MICROCHIP,small_int_dev,MICROCHIP_TRIANGLE|SNACKPACK_RASPBERRY,3|2,3722.8206,961.8501,333122.0,268760.0,5510,5304,64362.0,0.0,268760.0,0.0
MICROCHIP_SQUARE,MICROCHIP,small_int_dev,MICROCHIP_RECTANGLE|PEBBLES_XL,-3|-3,5277.4864,4321.2838,583541.0,268649.5,5614,2351,314891.5,0.0,268649.5,0.0
UV_VISOR_AMBER,UV_VISOR,small_int_dev,SLEEP_POD_POLYESTER|MICROCHIP_OVAL,-3|1,3345.5675,685.6847,370927.0,267788.5,2937,1973,103138.5,0.0,267788.5,0.0
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,PEBBLES_S|ROBOT_MOPPING,-3|2,3446.2236,1067.2866,343041.0,267751.0,4329,3454,73957.0,1333.0,267751.0,1333.0
SNACKPACK_STRAWBERRY,SNACKPACK,small_int_dev,SNACKPACK_PISTACHIO|PEBBLES_L,2|-3,2100.783,2048.4341,399278.0,267547.5,4857,3257,111155.5,20575.0,267547.5,20575.0
UV_VISOR_AMBER,UV_VISOR,small_int_dev,PEBBLES_S|PEBBLES_L,-3|1,3539.1896,1182.8852,363090.5,267476.0,5380,4446,95614.5,0.0,267476.0,0.0
PEBBLES_S,PEBBLES,small_int_dev,PEBBLES_L|PEBBLES_M,-3|-3,2912.2323,2440.8714,457215.5,267442.0,4835,1878,44340.0,145433.5,267442.0,44340.0
UV_VISOR_ORANGE,UV_VISOR,small_int_dev,UV_VISOR_MAGENTA|UV_VISOR_YELLOW,-3|2,2309.2925,1690.943,319615.5,267360.5,4690,4097,52255.0,0.0,267360.5,0.0
PEBBLES_L,PEBBLES,small_int_dev,PEBBLES_M|ROBOT_MOPPING,-3|-3,4395.0863,1569.2748,349440.5,267236.5,5035,2234,2663.5,79540.5,267236.5,2663.5
ROBOT_LAUNDRY,ROBOT,small_int_dev,ROBOT_DISHES|ROBOT_MOPPING,2|3,3488.6085,646.4157,267117.5,267117.5,2429,2429,0.0,0.0,267117.5,0.0
ROBOT_MOPPING,ROBOT,small_int_dev,PEBBLES_S|PEBBLES_L,-3|2,2505.2774,1049.7796,423560.5,266966.5,3693,2104,156272.5,321.5,266966.5,321.5
SNACKPACK_RASPBERRY,SNACKPACK,small_int_dev,MICROCHIP_SQUARE|PEBBLES_L,1|3,3124.9564,2747.4434,374551.5,266859.0,4418,2743,94164.0,13528.5,266859.0,13528.5
ROBOT_MOPPING,ROBOT,small_int_dev,TRANSLATOR_ASTRO_BLACK|SLEEP_POD_POLYESTER,-2|-3,2992.3391,1458.8808,363742.0,266695.0,5479,4038,69453.5,27593.5,266695.0,27593.5
SNACKPACK_PISTACHIO,SNACKPACK,small_int_dev,PEBBLES_XL|MICROCHIP_SQUARE,-2|3,4312.5737,4200.0414,276616.0,266511.0,3613,1311,4471.0,5634.0,266511.0,4471.0
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,small_int_dev,SLEEP_POD_LAMB_WOOL|PEBBLES_L,1|-3,2147.3219,1824.3562,377397.5,266192.0,3694,2315,81921.0,29284.5,266192.0,29284.5
PEBBLES_L,PEBBLES,small_int_dev,PEBBLES_S|SNACKPACK_CHOCOLATE,3|-1,2542.3804,1095.4531,361178.0,266129.0,5397,4641,95049.0,0.0,266129.0,0.0
SLEEP_POD_SUEDE,SLEEP_POD,small_int_dev,SLEEP_POD_POLYESTER|UV_VISOR_MAGENTA,3|-1,1759.8673,926.0658,376580.0,266064.0,5220,3094,76789.5,33726.5,266064.0,33726.5
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,UV_VISOR_RED|SLEEP_POD_POLYESTER,2|3,3250.3563,926.3257,333234.0,265932.0,5965,5098,67302.0,0.0,265932.0,0.0
ROBOT_MOPPING,ROBOT,small_int_dev,ROBOT_IRONING|PEBBLES_L,2|-3,3363.9977,2069.7507,243199.5,265832.0,5108,4207,44849.0,-67481.5,265832.0,-67481.5
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,small_int_dev,PEBBLES_S|MICROCHIP_RECTANGLE,3|-2,2220.4555,1304.0756,367939.5,265633.0,4479,3546,0.0,102306.5,265633.0,0.0
MICROCHIP_OVAL,MICROCHIP,small_int_dev,MICROCHIP_TRIANGLE|UV_VISOR_AMBER,3|3,3561.7883,948.8414,302639.5,265449.0,4504,4284,37190.5,0.0,265449.0,0.0
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,PEBBLES_S|PEBBLES_M,3|3,2365.8171,2025.3646,467371.0,265347.0,3899,2360,95175.0,106849.0,265347.0,95175.0
PANEL_2X2,PANEL,small_int_dev,PEBBLES_M|SLEEP_POD_POLYESTER,2|3,4382.6847,1125.9273,336616.0,265222.0,2970,2393,40101.0,31293.0,265222.0,31293.0
MICROCHIP_SQUARE,MICROCHIP,small_int_dev,MICROCHIP_TRIANGLE|SNACKPACK_PISTACHIO,3|-1,3573.0326,991.8696,265212.0,265212.0,4453,4453,0.0,0.0,265212.0,0.0
PEBBLES_M,PEBBLES,small_int_dev,PEBBLES_L|PEBBLES_S,-2|3,3436.4563,1217.9049,333617.0,265190.5,5806,5483,68426.5,0.0,265190.5,0.0
PEBBLES_S,PEBBLES,small_int_dev,PEBBLES_L|SLEEP_POD_POLYESTER,-2|-3,3162.8176,2686.8575,345641.5,264980.5,3486,2559,86181.5,-5520.5,264980.5,-5520.5
TRANSLATOR_VOID_BLUE,TRANSLATOR,small_int_dev,TRANSLATOR_SPACE_GRAY|PEBBLES_XL,3|3,3834.6155,2993.9069,583907.0,264816.0,5617,1604,311616.0,7475.0,264816.0,7475.0
SNACKPACK_VANILLA,SNACKPACK,small_int_dev,MICROCHIP_TRIANGLE|MICROCHIP_CIRCLE,3|3,2059.2328,1160.9092,252608.0,264791.0,5408,4718,0.0,-12183.0,264791.0,-12183.0
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,small_int_dev,GALAXY_SOUNDS_PLANETARY_RINGS|MICROCHIP_SQUARE,-3|2,2714.0843,904.4258,472616.5,264730.0,5333,2519,126450.5,81436.0,264730.0,81436.0
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,small_int_dev,TRANSLATOR_ASTRO_BLACK|SLEEP_POD_POLYESTER,3|3,1774.031,1873.628,301330.0,264625.0,3976,3236,8942.5,27762.5,264625.0,8942.5
PEBBLES_XL,PEBBLES,small_int_dev,PEBBLES_M|TRANSLATOR_VOID_BLUE,3|2,2064.5088,1427.3637,637483.0,264365.0,4566,1096,119324.0,253794.0,264365.0,119324.0
SNACKPACK_VANILLA,SNACKPACK,small_int_dev,TRANSLATOR_VOID_BLUE|MICROCHIP_TRIANGLE,3|-2,2812.3744,1393.3603,350233.0,264284.0,4104,2528,85949.0,0.0,264284.0,0.0
PEBBLES_L,PEBBLES,small_int_dev,PEBBLES_S|PEBBLES_XL,3|3,3813.1232,3747.1631,767125.0,264253.0,4502,572,452415.0,50457.0,264253.0,50457.0
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,UV_VISOR_ORANGE|MICROCHIP_RECTANGLE,-3|-3,1831.22,2209.1724,498871.0,264146.5,3774,2386,92354.5,142370.0,264146.5,92354.5
PEBBLES_L,PEBBLES,small_int_dev,PEBBLES_S|SNACKPACK_STRAWBERRY,3|1,2397.3566,1089.1609,337649.0,264113.5,5364,4719,73535.5,0.0,264113.5,0.0
UV_VISOR_AMBER,UV_VISOR,small_int_dev,SLEEP_POD_POLYESTER|PEBBLES_L,-3|-3,3323.7555,3042.5023,292050.0,264061.0,5292,4063,46701.0,-18712.0,264061.0,-18712.0
ROBOT_LAUNDRY,ROBOT,small_int_dev,ROBOT_IRONING|PANEL_4X4,-3|2,3056.0648,758.1858,226380.0,263879.0,5263,4858,0.0,-37499.0,263879.0,-37499.0
ROBOT_DISHES,ROBOT,small_int_dev,MICROCHIP_CIRCLE|MICROCHIP_TRIANGLE,-2|-3,1705.0571,815.4362,283330.5,263835.0,4625,3843,617.0,18878.5,263835.0,617.0
TRANSLATOR_VOID_BLUE,TRANSLATOR,small_int_dev,TRANSLATOR_GRAPHITE_MIST|PEBBLES_S,-2|3,3359.0966,1077.4068,345277.0,263754.5,5015,4623,81522.5,0.0,263754.5,0.0
UV_VISOR_YELLOW,UV_VISOR,small_int_dev,UV_VISOR_MAGENTA|TRANSLATOR_ASTRO_BLACK,3|2,1298.3262,976.7471,363623.0,263508.0,5099,4036,66589.5,33525.5,263508.0,33525.5
UV_VISOR_RED,UV_VISOR,small_int_dev,MICROCHIP_TRIANGLE|OXYGEN_SHAKE_CHOCOLATE,3|3,2069.9304,955.8948,343975.5,263384.5,3745,3398,26500.0,54091.0,263384.5,26500.0
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,PEBBLES_M|PEBBLES_XL,2|-3,5314.3147,4999.8193,635894.5,263355.5,5364,2393,372539.0,0.0,263355.5,0.0
SNACKPACK_RASPBERRY,SNACKPACK,small_int_dev,SNACKPACK_VANILLA|PEBBLES_L,2|3,1922.8649,2201.3543,416241.5,263151.5,4559,2547,80919.5,72170.5,263151.5,72170.5
SNACKPACK_STRAWBERRY,SNACKPACK,small_int_dev,SNACKPACK_VANILLA|PEBBLES_L,1|-3,2020.6115,2306.1167,385656.0,263134.5,4170,2322,108335.5,14186.0,263134.5,14186.0
PEBBLES_M,PEBBLES,small_int_dev,PEBBLES_XS|PANEL_2X2,3|3,6032.4418,1740.9268,296593.5,263101.5,4394,4038,33492.0,0.0,263101.5,0.0
PANEL_2X2,PANEL,small_int_dev,UV_VISOR_RED|OXYGEN_SHAKE_MINT,-3|1,1550.6102,711.5589,315341.0,262938.0,4758,4500,49788.5,2614.5,262938.0,2614.5
UV_VISOR_AMBER,UV_VISOR,small_int_dev,SLEEP_POD_POLYESTER|PEBBLES_L,1|3,3178.0624,2486.893,344557.5,262695.5,4565,3664,65867.5,15994.5,262695.5,15994.5
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,PEBBLES_M|PEBBLES_L,3|2,2520.0884,1532.687,461398.5,262170.0,4838,1560,66288.5,132940.0,262170.0,66288.5
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,small_int_dev,OXYGEN_SHAKE_MINT|PEBBLES_XL,-3|2,4023.8837,2444.2824,429761.5,262085.0,4982,2640,167676.5,0.0,262085.0,0.0
PEBBLES_S,PEBBLES,small_int_dev,PEBBLES_L|ROBOT_MOPPING,-2|-2,2089.9977,2246.0034,272977.5,262049.0,5648,3064,0.0,10928.5,262049.0,0.0
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,small_int_dev,SLEEP_POD_POLYESTER|UV_VISOR_RED,3|3,3815.2924,895.8887,380125.0,261995.5,4728,3811,118129.5,0.0,261995.5,0.0
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,small_int_dev,SLEEP_POD_POLYESTER|UV_VISOR_RED,2|3,2918.8558,733.0354,364062.0,261613.5,6456,5781,102448.5,0.0,261613.5,0.0
ROBOT_DISHES,ROBOT,small_int_dev,SLEEP_POD_POLYESTER|PANEL_1X4,3|-2,3829.1369,1579.4869,329725.5,261581.0,4883,3692,47968.0,20176.5,261581.0,20176.5
SNACKPACK_RASPBERRY,SNACKPACK,small_int_dev,MICROCHIP_SQUARE|PEBBLES_XL,-3|2,4244.9926,4202.1569,260847.0,261551.5,3584,1257,5904.0,-6608.5,261551.5,-6608.5
UV_VISOR_AMBER,UV_VISOR,small_int_dev,UV_VISOR_RED|SLEEP_POD_POLYESTER,-2|-3,2800.1457,820.8503,361178.5,261550.5,5417,4427,78117.0,21511.0,261550.5,21511.0
MICROCHIP_OVAL,MICROCHIP,small_int_dev,ROBOT_LAUNDRY|ROBOT_IRONING,3|3,2484.9894,669.692,224967.0,261548.0,5183,4987,0.0,-36581.0,261548.0,-36581.0
UV_VISOR_AMBER,UV_VISOR,small_int_dev,UV_VISOR_MAGENTA|SLEEP_POD_POLYESTER,2|-3,1242.3055,1042.0065,337249.5,261544.5,4032,2935,42574.0,33131.0,261544.5,33131.0
PEBBLES_XL,PEBBLES,small_int_dev,PEBBLES_XS|MICROCHIP_SQUARE,1|2,2229.8945,2738.7914,338024.0,261539.0,3735,2382,32454.5,44030.5,261539.0,32454.5
PEBBLES_M,PEBBLES,small_int_dev,PEBBLES_L|OXYGEN_SHAKE_MORNING_BREATH,-3|-1,1875.7251,2179.6198,377674.0,261438.0,5046,3180,68405.5,47830.5,261438.0,47830.5
SNACKPACK_STRAWBERRY,SNACKPACK,small_int_dev,OXYGEN_SHAKE_MINT|PEBBLES_XL,-3|2,3681.8213,2336.2018,409486.0,261337.5,5973,4058,148148.5,0.0,261337.5,0.0
PANEL_2X4,PANEL,small_int_dev,PEBBLES_L|SNACKPACK_CHOCOLATE,-3|-2,1858.3827,2030.8563,413503.0,261165.0,4294,2711,134039.5,18298.5,261165.0,18298.5
UV_VISOR_AMBER,UV_VISOR,small_int_dev,UV_VISOR_RED|PEBBLES_L,-3|-3,2391.5961,1818.1044,467824.0,261124.5,3876,2690,116865.0,89834.5,261124.5,89834.5
PANEL_1X4,PANEL,small_int_dev,PEBBLES_S|UV_VISOR_RED,-3|-3,1910.714,1062.0611,461530.0,260962.0,4178,1005,143155.5,57412.5,260962.0,57412.5
PEBBLES_XL,PEBBLES,small_int_dev,PEBBLES_L|MICROCHIP_SQUARE,2|2,3796.1443,3712.7092,421691.5,260830.0,3897,1867,99117.5,61744.0,260830.0,61744.0
PANEL_4X4,PANEL,small_int_dev,PANEL_1X2|SLEEP_POD_POLYESTER,3|3,3071.8086,1294.146,260598.0,260598.0,6401,6401,0.0,0.0,260598.0,0.0
PANEL_2X2,PANEL,small_int_dev,PEBBLES_M|SLEEP_POD_POLYESTER,1|3,3844.9096,1067.9589,323325.5,260510.5,3728,2899,41078.5,21736.5,260510.5,21736.5
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,MICROCHIP_TRIANGLE|ROBOT_MOPPING,-3|2,3393.1677,764.6339,274827.0,260426.5,5281,4904,0.0,14400.5,260426.5,0.0
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,small_int_dev,GALAXY_SOUNDS_BLACK_HOLES|SLEEP_POD_POLYESTER,-2|-2,3967.5678,774.2017,298854.5,260417.0,4206,3039,38437.5,0.0,260417.0,0.0
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,small_int_dev,UV_VISOR_RED|UV_VISOR_ORANGE,3|2,2175.2892,1307.6355,347137.5,260281.5,4663,3775,86856.0,0.0,260281.5,0.0
UV_VISOR_RED,UV_VISOR,small_int_dev,PANEL_2X2|TRANSLATOR_SPACE_GRAY,-3|-3,2573.554,1329.5615,261374.5,260146.0,4817,4810,0.0,1228.5,260146.0,0.0
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,small_int_dev,PEBBLES_XL|PEBBLES_M,-2|3,3608.4519,3195.7273,767453.0,260054.0,3580,476,375146.0,132253.0,260054.0,132253.0
PANEL_1X2,PANEL,small_int_dev,PANEL_2X4|MICROCHIP_TRIANGLE,-1|-3,1835.6895,607.0113,296898.0,259932.0,5068,4978,8000.0,28966.0,259932.0,8000.0
PANEL_4X4,PANEL,small_int_dev,PANEL_1X2|SLEEP_POD_POLYESTER,-3|-3,3292.6957,844.3064,268137.0,259832.5,6203,6164,0.0,8304.5,259832.5,0.0
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,small_int_dev,TRANSLATOR_ECLIPSE_CHARCOAL|PEBBLES_S,-1|3,2745.9483,1132.3598,348495.0,259578.0,4554,3975,88917.0,0.0,259578.0,0.0
ROBOT_LAUNDRY,ROBOT,small_int_dev,GALAXY_SOUNDS_DARK_MATTER|PANEL_4X4,-3|-3,1798.0105,2399.0034,374841.5,259424.0,4448,3143,48766.0,66651.5,259424.0,48766.0
PEBBLES_S,PEBBLES,small_int_dev,PEBBLES_XL|UV_VISOR_AMBER,-2|-2,1955.0267,2379.4348,488645.0,259353.0,4126,2876,152172.5,77119.5,259353.0,77119.5
PEBBLES_M,PEBBLES,small_int_dev,PEBBLES_XL|MICROCHIP_SQUARE,-2|3,3894.1283,4298.3605,321153.0,259270.5,2853,1142,24784.5,37098.0,259270.5,24784.5
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,small_int_dev,PEBBLES_XL|SLEEP_POD_POLYESTER,3|1,6149.2771,4224.0917,615225.0,259134.5,6291,1686,356090.5,0.0,259134.5,0.0
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,small_int_dev,PEBBLES_L|UV_VISOR_RED,-3|-3,2794.7237,2026.4037,358010.5,259078.5,5569,4816,63634.0,35298.0,259078.5,35298.0
UV_VISOR_AMBER,UV_VISOR,small_int_dev,UV_VISOR_MAGENTA|PEBBLES_L,-1|3,2124.3865,2176.3599,353845.5,259002.5,4715,2754,86108.0,8735.0,259002.5,8735.0
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,UV_VISOR_AMBER|PEBBLES_L,-1|3,2124.3865,2176.3599,353845.5,259002.5,4715,2754,86108.0,8735.0,259002.5,8735.0
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,small_int_dev,PEBBLES_XL|TRANSLATOR_VOID_BLUE,3|3,6756.6183,4676.8512,476584.0,258976.0,6643,1786,217608.0,0.0,258976.0,0.0
SLEEP_POD_COTTON,SLEEP_POD,small_int_dev,SLEEP_POD_LAMB_WOOL|SLEEP_POD_NYLON,-3|-3,2781.5737,1469.1848,310584.5,258901.5,4817,2758,0.0,51683.0,258901.5,0.0
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,small_int_dev,GALAXY_SOUNDS_PLANETARY_RINGS|MICROCHIP_TRIANGLE,-2|3,2746.0123,1458.1895,411205.0,258871.0,4590,2408,152334.0,0.0,258871.0,0.0
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,small_int_dev,MICROCHIP_TRIANGLE|UV_VISOR_RED,3|2,1559.2801,1139.2968,364102.5,258831.5,4402,3972,105271.0,0.0,258831.5,0.0
PEBBLES_L,PEBBLES,small_int_dev,PEBBLES_XL|MICROCHIP_OVAL,3|3,4250.6591,3512.8115,783640.0,258799.0,3011,486,383392.0,141449.0,258799.0,141449.0
PEBBLES_M,PEBBLES,small_int_dev,PEBBLES_L|OXYGEN_SHAKE_MORNING_BREATH,-3|-2,1751.8536,2242.9338,400204.0,258788.0,4166,2557,82846.0,58570.0,258788.0,58570.0
MICROCHIP_SQUARE,MICROCHIP,small_int_dev,PEBBLES_XL|PEBBLES_M,2|-1,2857.7963,3286.6586,494886.5,258626.0,4375,3507,144822.0,91438.5,258626.0,91438.5
PEBBLES_M,PEBBLES,small_int_dev,PEBBLES_XL|MICROCHIP_SQUARE,2|-1,2857.7963,3286.6586,494886.5,258626.0,4375,3507,144822.0,91438.5,258626.0,91438.5
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,small_int_dev,MICROCHIP_TRIANGLE|PEBBLES_M,1|-2,1788.0076,662.3079,296630.5,258428.5,6140,4727,0.0,38202.0,258428.5,0.0
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,small_int_dev,SLEEP_POD_NYLON|SLEEP_POD_POLYESTER,3|3,3634.3847,852.717,291449.0,258427.0,2728,2589,33022.0,0.0,258427.0,0.0
MICROCHIP_RECTANGLE,MICROCHIP,small_int_dev,MICROCHIP_TRIANGLE|GALAXY_SOUNDS_PLANETARY_RINGS,3|-2,2412.0395,1424.0827,405784.0,258106.5,5208,3937,147677.5,0.0,258106.5,0.0
ROBOT_MOPPING,ROBOT,small_int_dev,MICROCHIP_CIRCLE|PEBBLES_S,2|3,2711.952,968.1256,411081.0,258019.0,4412,2930,137088.5,15973.5,258019.0,15973.5
PEBBLES_XS,PEBBLES,small_int_dev,PEBBLES_M|PANEL_2X2,3|-2,4103.2158,1133.0148,262533.5,257901.0,4893,4884,0.0,4632.5,257901.0,0.0
SLEEP_POD_SUEDE,SLEEP_POD,small_int_dev,SLEEP_POD_POLYESTER|ROBOT_IRONING,3|-1,2834.7881,799.8283,342517.0,257837.5,4253,2140,72233.0,12446.5,257837.5,12446.5
SLEEP_POD_SUEDE,SLEEP_POD,small_int_dev,SLEEP_POD_POLYESTER|TRANSLATOR_ECLIPSE_CHARCOAL,3|-1,2135.2061,812.7771,367655.0,257711.5,4882,2709,75383.0,34560.5,257711.5,34560.5
PEBBLES_L,PEBBLES,small_int_dev,PEBBLES_M|PEBBLES_S,-3|2,3577.7658,1309.736,300859.0,257645.0,3560,3323,37524.5,5689.5,257645.0,5689.5
PEBBLES_XS,PEBBLES,small_int_dev,PEBBLES_S|PANEL_2X2,3|2,2725.4185,1244.3012,308636.5,257613.0,4047,3222,0.0,51023.5,257613.0,0.0
UV_VISOR_YELLOW,UV_VISOR,small_int_dev,UV_VISOR_RED|PANEL_1X4,-3|2,2900.4952,838.2076,295474.5,257609.0,5370,5254,35060.5,2805.0,257609.0,2805.0
ROBOT_DISHES,ROBOT,small_int_dev,SLEEP_POD_POLYESTER|MICROCHIP_TRIANGLE,-3|2,4660.2709,695.0952,257568.5,257568.5,4199,4199,0.0,0.0,257568.5,0.0
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,small_int_dev,GALAXY_SOUNDS_PLANETARY_RINGS|MICROCHIP_TRIANGLE,2|-3,2820.1026,1424.911,440016.5,257518.5,4856,3065,182498.0,0.0,257518.5,0.0
PANEL_1X2,PANEL,small_int_dev,PANEL_4X4|MICROCHIP_TRIANGLE,2|-3,2516.4793,645.5207,258548.5,257465.5,7156,7147,0.0,1083.0,257465.5,0.0
ROBOT_LAUNDRY,ROBOT,small_int_dev,PEBBLES_XL|PEBBLES_XS,-3|-3,3095.3961,3276.7409,474333.5,257282.5,3672,1150,104062.0,112989.0,257282.5,104062.0
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,MICROCHIP_TRIANGLE|ROBOT_DISHES,-3|-2,1535.0573,651.6233,459792.5,257211.5,3745,2124,-8849.5,211430.5,257211.5,-8849.5
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,ROBOT_IRONING|PEBBLES_L,3|-2,3335.4398,1059.7316,206591.0,257096.0,4197,3506,9951.0,-60456.0,257096.0,-60456.0
UV_VISOR_AMBER,UV_VISOR,small_int_dev,UV_VISOR_YELLOW|PEBBLES_L,3|3,3407.49,4049.5536,415958.0,256893.5,4597,2093,164053.5,-4989.0,256893.5,-4989.0
ROBOT_MOPPING,ROBOT,small_int_dev,ROBOT_LAUNDRY|PEBBLES_S,-3|-3,3635.0839,1550.1569,256859.0,256859.0,5797,5797,0.0,0.0,256859.0,0.0
